Cluster,Pixel_Count,Percentage,Mean_Hotspot_Frequency,Median_Hotspot_Frequency,Std_Hotspot_Frequency,Min_Hotspot_Frequency,Max_Hotspot_Frequency,Mean_FRP_Max,Median_FRP_Max,Std_FRP_Max,Min_FRP_Max,Max_FRP_Max
226,65,0.3226446937357292,1.0,1.0,0.0,1,1,5.638615384615385,5.64,0.0034807161066915545,5.63,5.64
227,38,0.18862305172242627,1.0,1.0,0.0,1,1,5.6118421052631575,5.61,0.003928594520631766,5.61,5.62
228,114,0.5658691551672789,1.0,1.0,0.0,1,1,2.305701754385965,2.31,0.024166432444030283,2.27,2.34
229,86,0.42688374863496475,1.0,1.0,0.0,1,1,2.3665116279069767,2.36,0.012249124036913146,2.35,2.39
230,34,0.16876799364638143,1.0,1.0,0.0,1,1,6.33,6.33,0.0,6.33,6.33
231,30,0.14891293557033655,1.0,1.0,0.0,1,1,6.34,6.34,0.0,6.34,6.34
232,31,0.15387670008934776,1.0,1.0,0.0,1,1,6.261290322580645,6.26,0.003407771005482421,6.26,6.27
233,45,0.22336940335550481,1.0,1.0,0.0,1,1,6.237555555555556,6.24,0.006794234037889469,6.23,6.25
234,27,0.13402164201330288,1.0,1.0,0.0,1,1,5.0162962962962965,5.02,0.00564879030490912,5.0,5.02
235,54,0.26804328402660577,1.0,1.0,0.0,1,1,4.982592592592592,4.98,0.004423430404999222,4.98,4.99
236,75,0.37228233892584134,1.0,1.0,0.0,1,1,4.906266666666667,4.9,0.008506489308778214,4.9,4.92
237,96,0.47652139382507697,1.0,1.0,0.0,1,1,2.4933333333333336,2.5,0.019717300267140036,2.46,2.52
238,53,0.26307951950759456,1.0,1.0,0.0,1,1,5.41,5.41,0.0,5.41,5.41
239,34,0.16876799364638143,1.0,1.0,0.0,1,1,5.42,5.42,0.0,5.42,5.42
240,31,0.15387670008934776,1.0,1.0,0.0,1,1,6.4554838709677425,6.46,0.005679618342470498,6.45,6.47
241,72,0.3573910453688077,1.0,1.0,0.0,1,1,6.490833333333334,6.49,0.011838109860548597,6.47,6.51
242,48,0.23826069691253848,1.0,1.0,0.0,1,1,4.94,4.94,0.0,4.94,4.94
243,33,0.1638042291273702,1.0,1.0,0.0,1,1,4.96,4.96,0.006123724356957889,4.95,4.97
244,29,0.14394917105132532,1.0,1.0,0.0,1,1,4.880000000000001,4.88,0.0,4.88,4.88
245,30,0.14891293557033655,1.0,1.0,0.0,1,1,4.866666666666666,4.87,0.004794633014853688,4.86,4.87
246,53,0.26307951950759456,1.0,1.0,0.0,1,1,2.8381132075471696,2.84,0.003949977494378388,2.83,2.84
247,91,0.45170257123002083,1.0,1.0,0.0,1,1,2.792417582417582,2.79,0.01701898673969445,2.77,2.82
248,41,0.2035143452794599,1.0,1.0,0.0,1,1,2.8907317073170735,2.89,0.0026365165488187875,2.89,2.9
249,73,0.36235480988781893,1.0,1.0,0.0,1,1,8.577260273972602,8.58,0.0160952265156646,8.56,8.61
250,27,0.13402164201330288,1.0,1.0,0.0,1,1,8.626666666666667,8.63,0.004803844614153833,8.62,8.63
251,55,0.27300704854561697,1.0,1.0,0.0,1,1,2.852181818181818,2.85,0.004168181542799991,2.85,2.86
252,40,0.19855058076044874,1.0,1.0,0.0,1,1,2.877,2.88,0.00464095480892218,2.87,2.88
253,38,0.18862305172242627,1.0,1.0,0.0,1,1,5.118157894736842,5.12,0.005122954783945629,5.11,5.13
254,72,0.3573910453688077,1.0,1.0,0.0,1,1,3.125972222222222,3.12,0.008985077177942507,3.1,3.14
255,28,0.13898540653231412,1.0,1.0,0.0,1,1,5.1,5.1,0.0,5.1,5.1
256,47,0.23329693239352725,1.0,1.0,0.0,1,1,5.083191489361702,5.08,0.006949001485582165,5.07,5.09
257,45,0.22336940335550481,1.0,1.0,0.0,1,1,3.2371111111111115,3.24,0.0054864387448518275,3.23,3.25
258,69,0.34249975181177406,1.0,1.0,0.0,1,1,3.001304347826087,3.0,0.008209220690651716,2.99,3.01
259,79,0.39213739700188627,1.0,1.0,0.0,1,1,2.9613924050632914,2.96,0.01278362105267683,2.94,2.98
260,27,0.13402164201330288,1.0,1.0,0.0,1,1,3.081851851851852,3.08,0.003958473906635592,3.08,3.09
261,41,0.2035143452794599,1.0,1.0,0.0,1,1,3.166585365853659,3.17,0.004800914547021526,3.16,3.17
262,71,0.35242728084979646,2.0,2.0,0.0,2,2,9.780985915492959,9.77,0.1564896612703441,9.46,10.1
263,56,0.27797081306462823,1.0,1.0,0.0,1,1,4.449821428571428,4.45,0.009627814144176145,4.44,4.47
264,36,0.17869552268440386,1.0,1.0,0.0,1,1,3.0302777777777776,3.03,0.0016666666666667349,3.03,3.04
265,51,0.25315199046957215,1.0,1.0,0.0,1,1,4.571764705882353,4.57,0.0038501336875181717,4.57,4.58
266,71,0.35242728084979646,1.0,1.0,0.0,1,1,4.650845070422536,4.65,0.004998993862552152,4.64,4.66
267,50,0.24818822595056092,1.0,1.0,0.0,1,1,4.6158,4.62,0.011082252773267938,4.6,4.63
268,80,0.39710116152089747,1.0,1.0,0.0,1,1,4.54575,4.545,0.010283943488316233,4.53,4.56
269,29,0.14394917105132532,1.0,1.0,0.0,1,1,3.05,3.05,0.0,3.05,3.05
270,38,0.18862305172242627,1.0,1.0,0.0,1,1,3.067105263157895,3.07,0.004596058673938072,3.06,3.07
271,35,0.17373175816539263,1.0,1.0,0.0,1,1,4.52,4.52,0.0,4.52,4.52
272,52,0.2581157549885833,1.0,1.0,0.0,1,1,4.341346153846154,4.34,0.006868183580930129,4.33,4.35
273,67,0.3325722227737516,1.0,1.0,0.0,1,1,3.3340298507462687,3.33,0.005521226667759347,3.33,3.35
274,70,0.34746351633078526,1.0,1.0,0.0,1,1,4.503,4.5,0.004615663313770466,4.5,4.51
275,29,0.14394917105132532,1.0,1.0,0.0,1,1,4.48448275862069,4.48,0.005061201788784711,4.48,4.49
276,51,0.25315199046957215,1.0,1.0,0.0,1,1,3.304117647058823,3.3,0.005357787076111004,3.3,3.32
277,59,0.2928621066216619,1.0,1.0,0.0,1,1,3.281016949152542,3.28,0.007811334658849402,3.27,3.29
278,28,0.13898540653231412,1.0,1.0,0.0,1,1,3.2,3.2,0.0,3.2,3.2
279,59,0.2928621066216619,1.0,1.0,0.0,1,1,4.4091525423728815,4.41,0.008766734852647026,4.4,4.42
280,44,0.21840563883649358,1.0,1.0,0.0,1,1,4.378181818181818,4.38,0.005401432743921004,4.37,4.39
281,30,0.14891293557033655,1.0,1.0,0.0,1,1,3.18,3.18,0.0,3.18,3.18
282,40,0.19855058076044874,1.0,1.0,0.0,1,1,3.19,3.19,0.0,3.19,3.19
283,42,0.20847810979847115,1.0,1.0,0.0,1,1,3.6295238095238096,3.63,0.006228330611547502,3.62,3.64
284,57,0.28293457758363943,2.0,2.0,0.0,2,2,9.141929824561403,9.13,0.055370137532119515,9.04,9.29
285,56,0.27797081306462823,2.0,2.0,0.0,2,2,8.849464285714285,8.86,0.05093381241133721,8.75,8.95
286,75,0.37228233892584134,2.0,2.0,0.0,2,2,4.520933333333333,4.53,0.13510929843102046,4.27,4.77
287,148,0.7346371488136603,2.0,2.0,0.0,2,2,5.234324324324324,5.27,0.19615058134189867,4.86,5.58
288,48,0.23826069691253848,1.0,1.0,0.0,1,1,4.07,4.07,0.0,4.07,4.07
289,49,0.2432244614315497,1.0,1.0,0.0,1,1,4.0895918367346935,4.09,0.0019991494790175474,4.08,4.09
290,38,0.18862305172242627,1.0,1.0,0.0,1,1,4.31,4.31,0.0,4.31,4.31
291,27,0.13402164201330288,1.0,1.0,0.0,1,1,4.293333333333333,4.29,0.004803844614152962,4.29,4.3
292,48,0.23826069691253848,1.0,1.0,0.0,1,1,2.74875,2.75,0.003927535094037041,2.74,2.76
293,45,0.22336940335550481,2.0,2.0,0.0,2,2,7.982444444444444,7.98,0.04259511045112356,7.91,8.06
294,54,0.26804328402660577,2.0,2.0,0.0,2,2,8.225925925925926,8.24,0.04795904378948642,8.14,8.31
295,55,0.27300704854561697,1.0,1.0,0.0,1,1,3.4372727272727275,3.44,0.004494665749754917,3.43,3.44
296,78,0.387173632482875,1.0,1.0,0.0,1,1,3.418717948717948,3.42,0.003364819656684555,3.41,3.42
297,100,0.49637645190112184,1.0,1.0,0.0,1,1,3.8953,3.9,0.017259457954665977,3.87,3.92
298,55,0.27300704854561697,1.0,1.0,0.0,1,1,3.379090909090909,3.38,0.0029012942659283943,3.37,3.38
299,52,0.2581157549885833,1.0,1.0,0.0,1,1,3.3934615384615388,3.39,0.004803844614152566,3.39,3.4
300,57,0.28293457758363943,1.0,1.0,0.0,1,1,4.053333333333333,4.05,0.004755948656056715,4.05,4.06
301,45,0.22336940335550481,1.0,1.0,0.0,1,1,4.035333333333333,4.04,0.005045249791095401,4.03,4.04
302,70,0.34746351633078526,2.0,2.0,0.0,2,2,5.957,5.99,0.08691741874422766,5.78,6.11
303,37,0.18365928720341507,1.0,1.0,0.0,1,1,3.9775675675675672,3.98,0.004349588362008544,3.97,3.98
304,30,0.14891293557033655,1.0,1.0,0.0,1,1,3.96,3.96,0.0,3.96,3.96
305,42,0.20847810979847115,1.0,1.0,0.0,1,1,3.95,3.95,0.0,3.95,3.95
306,52,0.2581157549885833,1.0,1.0,0.0,1,1,3.935769230769231,3.94,0.004988674957146067,3.93,3.94
307,28,0.13898540653231412,1.0,1.0,0.0,1,1,2.7239285714285715,2.72,0.005669467095138501,2.71,2.73
308,51,0.25315199046957215,1.0,1.0,0.0,1,1,2.6921568627450982,2.69,0.0075666968989635845,2.68,2.7
309,77,0.3822098679638638,2.0,2.0,0.0,2,2,6.343376623376623,6.32,0.08058356874454171,6.19,6.51
310,54,0.26804328402660577,1.0,1.0,0.0,1,1,3.848333333333333,3.85,0.01193536049680443,3.83,3.86
311,38,0.18862305172242627,1.0,1.0,0.0,1,1,3.4800000000000004,3.48,0.0,3.48,3.48
312,67,0.3325722227737516,1.0,1.0,0.0,1,1,3.4965671641791047,3.5,0.004783886718903264,3.49,3.5
313,32,0.15884046460835896,1.0,1.0,0.0,1,1,3.47,3.47,0.0,3.47,3.47
314,72,0.3573910453688077,1.0,1.0,0.0,1,1,3.4566666666666666,3.46,0.004747126632775174,3.45,3.46
315,30,0.14891293557033655,1.0,1.0,0.0,1,1,3.77,3.77,0.0,3.77,3.77
316,29,0.14394917105132532,1.0,1.0,0.0,1,1,3.753103448275862,3.75,0.004708236154307749,3.75,3.76
317,27,0.13402164201330288,1.0,1.0,0.0,1,1,3.74,3.74,0.0,3.74,3.74
318,51,0.25315199046957215,1.0,1.0,0.0,1,1,3.726470588235294,3.73,0.004826397999238852,3.72,3.73
319,36,0.17869552268440386,1.0,1.0,0.0,1,1,3.79,3.79,0.0,3.79,3.79
320,35,0.17373175816539263,1.0,1.0,0.0,1,1,3.7799999999999994,3.78,0.0,3.78,3.78
321,38,0.18862305172242627,1.0,1.0,0.0,1,1,3.8000000000000003,3.8,0.0,3.8,3.8
322,40,0.19855058076044874,1.0,1.0,0.0,1,1,3.8155,3.82,0.005038314736557728,3.81,3.82
323,68,0.33753598729276285,1.0,1.0,0.0,1,1,2.560441176470588,2.57,0.013207169415449757,2.54,2.59
324,63,0.3127171646977068,1.0,1.0,0.0,1,1,2.6361904761904764,2.64,0.004895215382447622,2.63,2.64
325,48,0.23826069691253848,1.0,1.0,0.0,1,1,2.611458333333333,2.61,0.006519882303249732,2.6,2.62
326,32,0.15884046460835896,1.0,1.0,0.0,1,1,3.7,3.7,0.0,3.7,3.7
327,29,0.14394917105132532,1.0,1.0,0.0,1,1,3.71,3.71,0.0,3.71,3.71
328,44,0.21840563883649358,2.0,2.0,0.0,2,2,7.51,7.52,0.08296819228012982,7.38,7.65
329,56,0.27797081306462823,1.0,1.0,0.0,1,1,3.5332142857142856,3.54,0.01898393031986821,3.51,3.56
330,48,0.23826069691253848,1.0,1.0,0.0,1,1,3.5812500000000003,3.58,0.006058228095703763,3.57,3.59
331,37,0.18365928720341507,2.0,2.0,0.0,2,2,7.255405405405405,7.25,0.0668993686481825,7.17,7.34
332,46,0.22833316787451602,2.0,2.0,0.0,2,2,6.973478260869564,7.0,0.054902636702695774,6.88,7.05
333,46,0.22833316787451602,2.0,2.0,0.0,2,2,6.637608695652173,6.62,0.0598956419341615,6.56,6.81
